,INPUT 1- Gender,INPUT 2- Age,Current Studying,Percentage Marks,Foreign Languages Known,Dont want to be?,Hobbies,PARAM 1,PARAM 2,PARAM 3,PARAM 4,PARAM 5,PARAM 6,PARAM 7,PARAM 8,PARAM 9,PARAM 10,PARAM 11,PARAM 12,PARAM 13,PARAM 14,PARAM 15,PARAM 16,OUTPUT 1,OUTPUT 2,OUTPUT 3,OUTPUT 4,OUTPUT 5,OUTPUT 6,OUTPUT 7,OUTPUT 8,OUTPUT 9,OUTPUT 10,OUTPUT 11,OUTPUT 12,OUTPUT 13,OUTPUT 14,OUTPUT 15,OUTPUT 16,OUTPUT 17,OUTPUT 18,OUTPUT 19,OUTPUT 20,OUTPUT 35,OUTPUT 36,OUTPUT 37,OUTPUT 38,OUTPUT 39,OUTPUT 40,OUTPUT 41,OUTPUT 21,OUTPUT 22,OUTPUT 23,OUTPUT 24,OUTPUT 25,OUTPUT 26,OUTPUT 27,OUTPUT 28,OUTPUT 29,OUTPUT 30,OUTPUT 31,OUTPUT 32,OUTPUT 33,OUTPUT 34,OUTPUT 42,OUTPUT 43,OUTPUT 44,OUTPUT 45,OUTPUT 46,OUTPUT 47,OUTPUT 48,OUTPUT 49,OUTPUT 50,OUTPUT 51,OUTPUT 52,OUTPUT 53,OUTPUT 54,OUTPUT 55,OUTPUT 56,OUTPUT 57,,,,,,,,,,,,,,,
3659,Female,14.9,10 th standard CBSE,Average 70%,,"Doctor, engineer","Theatre, music, drawing, cooking",44,66,33,66,14,0,60,30,40,10,80,65,100,60,100,0,0.29,0.25,,,0.43,,0.08,0.28,0.32,0.15,0.13,0.33,0.19,,0.24,0.26,0.29,,,0.38,,,,,,0.56,,0.45,0.34,0.36,0.19,0.19,0.4,0.17,0.35,0.19,0.19,0.44,0.28,0.17,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,Female,16.1,Studying in 10th std.,83%,,"Engineer , Architect
","Hobbies - Dance, singing
Interest - Science ",33,55,88,55,14,40,120,30,10,100,90,75,60,60,80,0,0.32,0.37,,,0.37,,0.07,0.33,0.31,0.28,0.13,0.35,0.21,,0.25,0.14,0.35,,,0.35,,,,,,0.49,,0.35,0.38,0.25,0.31,0.11,0.24,0.07,0.47,0.07,0.05,0.31,0.2,0.11,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,Female,16.3,10th (exams cancelled),90.75% (prelim 2),None,Engineer and doctor ,"I’ve interest in dance, especially classical dance-kathak. I also like the subject psychology and want to learn more in there. I’ve an interest in writing stories, poems and articles. I also like to read. I take an interest in learning new languages. I also like to debate.",33,88,100,77,0,40,100,40,10,50,80,80,0,80,100,0,0.32,0.28,,,0.44,,0.05,0.39,0.29,0.3,0.1,0.33,0.23,,0.21,0.14,0.33,,,0.37,,,,,,0.59,,0.38,0.45,0.27,0.35,0.05,0.31,0.01,0.59,0.03,0.01,0.36,0.25,0.05,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,Female,16.4,10th grade,Not received,Spanish,A teacher. ,"Painting, sketching, reading, listening to music and playing sports.",11,77,77,77,14,80,60,30,40,50,90,75,40,40,80,0,0.29,0.36,,,0.43,,0.07,0.3,0.25,0.21,0.19,0.37,0.21,,0.23,0.18,0.35,,,0.38,,,,,,0.6,,0.33,0.34,0.15,0.31,0.14,0.32,0.11,0.53,0.13,0.14,0.28,0.22,0.19,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,Male,15.8,Finished 10th,Last semester 80 percent,Trying to learn German,"Doctor,Engineer anything with bookish knowledge",Reading,55,77,77,88,57,20,40,30,50,70,80,60,0,20,80,0,0.31,0.35,,,0.38,,0.09,0.35,0.31,0.39,0.13,0.39,0.2,,0.18,0.32,0.18,,,0.4,,,,,,0.46,,0.49,0.54,0.52,0.53,0.14,0.43,0.12,0.59,0.14,0.12,0.51,0.31,0.12,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,Female,14.11,10th completed (2021),(9th std) 85%,"German (8th - 10th) , Goethe A1 Fit1 passed","Engineering , Doctor","Music, Drawing, Swimming, Reading, Traveling, Cycling",33,77,77,88,0,20,100,30,20,90,80,30,60,60,100,0,0.3,0.33,,,0.47,,0.05,0.38,0.3,0.25,0.1,0.34,0.2,,0.21,0.09,0.26,,,0.41,,,,,,0.65,,0.44,0.42,0.33,0.33,0.04,0.32,0.03,0.55,0.03,0.03,0.4,0.21,0.06,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,Male,13.4,7th pass ,89%,german , scientist ,"Cricket , chess , maths ",77,66,22,22,57,60,40,40,40,30,80,30,20,60,0,0,0.26,0.39,,,0.2,,0.19,0.17,0.26,0.31,0.27,0.33,0.07,,0.34,0.4,0.14,,,0.26,,,,,,0.12,,0.39,0.3,0.31,0.29,0.43,0.4,0.44,0.25,0.52,0.53,0.35,0.29,0.41,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,Female,17.11,Class 12th,95%,,"Sportsperson, dancer","Reading, Drawing, Painting",0,88,88,100,14,0,100,30,20,50,90,85,60,80,100,0,0.34,0.21,,,0.45,,0.04,0.43,0.34,0.2,0.09,0.39,0.26,,0.25,0.15,0.39,,,0.4,,,,,,0.66,,0.47,0.48,0.38,0.36,0.06,0.37,0.03,0.62,0.03,0.03,0.44,0.28,0.03,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,Male,57.5,,,Japanese,Accountant,"Singing, Drawing, Reading, Social work ",77,55,55,22,85,80,120,20,20,0,80,45,20,60,20,80,0.2,0.3,0.01,0.12,0.08,0.26,0.12,0.1,0.11,0.26,,0.22,0.08,0.23,0.23,0.25,0.12,0.23,0.18,0.17,0.1,0.11,0.26,0.18,0.22,,0.18,0.31,0.37,0.33,0.43,0.4,0.32,0.39,0.36,0.45,0.47,0.33,0.24,0.37,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3668,Female,41.11,PhD,85,,,,11,44,88,66,57,80,100,30,20,0,80,60,0,0,0,60,0.18,0.3,0.16,0.26,0.12,0.08,0.14,0.13,0.08,0.17,,0.23,0.24,0.2,0.2,0.2,0.26,0.1,0.13,0.16,0.12,0.29,0.22,0.15,0.12,,0.22,0.25,0.29,0.21,0.39,0.28,0.27,0.25,0.45,0.23,0.21,0.25,0.16,0.33,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,Male,54.1,Working,,,Dishonest to my duties,Watching Cricket,44,33,77,11,28,80,60,60,10,0,70,40,40,40,40,70,0.19,0.31,0.08,0.23,0.11,0.2,0.23,0.08,0.1,0.21,,0.16,0.18,0.18,0.22,0.16,0.23,0.15,0.12,0.09,0.12,0.24,0.25,0.21,0.21,,0.2,0.13,0.21,0.09,0.23,0.39,0.1,0.38,0.25,0.35,0.38,0.13,0.09,0.39,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,Male,38.1,I am teaching MBA students.,NA,German,,"Traveling, Permaculture",11,55,44,22,85,60,80,30,30,0,80,70,60,20,40,70,0.22,0.19,0.01,0.22,0.01,0.27,0.12,0.08,0.13,0.08,,0.22,0.08,0.21,0.3,0.17,0.22,0.15,0.25,0.1,0.11,0.25,0.23,0.17,0.23,,0.14,0.35,0.19,0.18,0.18,0.46,0.4,0.46,0.27,0.53,0.53,0.31,0.22,0.42,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,Female,40,,,,,,0,11,33,11,42,80,20,50,40,0,80,20,40,80,80,90,0.19,0.29,0.07,0.26,0.09,0.18,0.28,0.04,0.11,0.05,,0.18,0.2,0.18,0.27,0.07,0.26,0.13,0.22,0.12,0.1,0.3,0.25,0.25,0.25,,0.17,0.2,0.07,0.08,0.09,0.52,0.21,0.54,0.09,0.51,0.53,0.14,0.1,0.55,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,Male,32,"Data Structure and Algorithms, Object oriented Programming",,No,,"Reading Books, Playing games",66,66,77,44,85,60,80,50,10,0,60,35,40,100,40,50,0.21,0.25,0.02,0.12,0.08,0.25,0.08,0.13,0.13,0.29,,0.19,0.08,0.19,0.21,0.28,0.12,0.21,0.17,0.13,0.12,0.1,0.23,0.13,0.17,,0.17,0.34,0.41,0.34,0.46,0.33,0.33,0.32,0.45,0.37,0.37,0.36,0.24,0.3,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,Male,33.11,,,,,Doing research,66,33,44,55,85,80,80,30,30,0,90,45,0,40,20,60,0.2,0.38,0.13,0.18,0.15,0.07,0.17,0.08,0.11,0.18,,0.26,0.24,0.21,0.18,0.21,0.18,0.21,0.21,0.2,0.1,0.17,0.31,0.17,0.16,,0.17,0.35,0.3,0.39,0.42,0.43,0.4,0.41,0.28,0.41,0.38,0.35,0.26,0.48,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,Male,41.1,PUNE,NA,NO,"I don't like politics , laziness, unwanted talking, gossip and rumor at workplace.","MUSIC LISTENING, READING, MEDITATION, WALKING EXERCISE",44,55,55,22,85,80,60,40,30,0,80,40,20,60,40,70,0.22,0.24,0.01,0.16,0.02,0.27,0.11,0.11,0.12,0.21,,0.22,0.06,0.23,0.26,0.2,0.16,0.19,0.18,0.1,0.1,0.18,0.22,0.17,0.22,,0.16,0.28,0.25,0.19,0.28,0.39,0.32,0.39,0.36,0.45,0.47,0.31,0.16,0.37,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3675,Male,28,PhD,80,,Puppets,Reading books,66,55,44,44,100,80,40,40,40,0,80,50,20,0,20,80,0.22,0.29,0.02,0.11,0.07,0.24,0.1,0.09,0.13,0.2,,0.24,0.07,0.23,0.22,0.23,0.11,0.24,0.25,0.15,0.1,0.11,0.26,0.16,0.21,,0.13,0.39,0.31,0.34,0.36,0.45,0.43,0.45,0.31,0.53,0.52,0.37,0.28,0.45,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,Female,16.2,Completed 10th,,,Anything related to science.,"Hobbies : Dance , painting , sketching , etc.",66,44,88,66,85,80,80,50,10,20,90,35,20,60,80,0,0.19,0.56,,,0.28,,0.22,0.24,0.16,0.48,0.22,0.43,0.36,,0.26,0.29,0.27,,,0.29,,,,,,0.32,,0.27,0.42,0.4,0.57,0.32,0.33,0.29,0.47,0.28,0.25,0.33,0.23,0.36,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,Male,41.1,Pursuing PH.D,75,,,"New paper reading, Social Activities etc.",88,11,22,22,57,80,120,20,20,0,80,35,60,20,20,40,0.17,0.42,0.01,0.18,0.1,0.16,0.27,0.04,0.1,0.2,,0.2,0.25,0.18,0.23,0.18,0.18,0.24,0.23,0.19,0.01,0.18,0.36,0.24,0.24,,0.19,0.28,0.24,0.31,0.31,0.55,0.28,0.57,0.11,0.55,0.55,0.25,0.23,0.58,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,Female,34.11,,,,,"Singing, Cooking, Travelling",88,66,100,55,14,60,60,40,30,0,90,70,80,0,40,70,0.23,0.29,0.24,0.12,0.29,0.17,0.05,0.17,0.11,0.29,,0.22,0.11,0.24,0.07,0.25,0.12,0.2,0.18,0.28,0.33,0.12,0.24,0.1,0.13,,0.18,0.32,0.49,0.33,0.5,0.13,0.25,0.09,0.51,0.11,0.11,0.3,0.29,0.15,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,Male,15.7,10th standard ,85%,,,,88,22,22,22,42,100,40,40,40,70,80,40,20,60,80,0,0.22,0.68,,,0.31,,0.41,0.05,0.23,0.32,0.4,0.31,0.34,,0.3,0.34,0.26,,,0.34,,,,,,0.24,,0.27,0.24,0.27,0.28,0.52,0.25,0.54,0.11,0.53,0.55,0.21,0.22,0.57,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,Male,36.11,Ph.D.,,,,,66,66,44,44,100,100,120,20,20,0,80,25,20,20,20,60,0.21,0.31,0.02,0.1,0.07,0.25,0.1,0.07,0.11,0.18,,0.24,0.08,0.25,0.24,0.2,0.1,0.25,0.26,0.17,0.1,0.09,0.25,0.17,0.21,,0.14,0.39,0.31,0.33,0.36,0.45,0.45,0.46,0.33,0.55,0.54,0.37,0.27,0.48,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,Female,32.5,,,,,,77,66,55,11,28,80,100,30,20,0,90,65,40,60,60,60,0.23,0.28,0.08,0.13,0.17,0.3,0.13,0.1,0.12,0.24,,0.2,0.08,0.25,0.19,0.2,0.13,0.22,0.19,0.21,0.21,0.12,0.27,0.18,0.24,,0.16,0.27,0.36,0.24,0.33,0.33,0.22,0.32,0.32,0.37,0.4,0.25,0.24,0.31,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,Male,50.11,,,,,reading,22,33,88,22,71,100,80,20,40,0,80,55,60,40,60,80,0.16,0.32,0.01,0.25,0.03,0.19,0.24,0.1,0.06,0.18,,0.21,0.21,0.21,0.24,0.21,0.25,0.1,0.13,0.12,0.01,0.28,0.23,0.25,0.2,,0.23,0.15,0.23,0.13,0.29,0.45,0.17,0.43,0.32,0.42,0.43,0.16,0.11,0.45,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,Male,15.3,"I am currently studying in 10th standard. I am studying Science, Maths, Social Studies, Hindi, English and Physical Education.",96% in 9th standard.,,"Doctor, Banker, Lawyer.","I like History, Geography and Maths. I find Physics interesting but tough. History and Geography are my two strongest subjects. Languages are my weak points. I like to study the different aspects of Geography and enjoy solving the various questions. ",55,66,77,55,71,40,40,60,20,100,90,95,20,60,40,0,0.4,0.37,,,0.27,,0.06,0.3,0.37,0.43,0.1,0.4,0.19,,0.23,0.35,0.27,,,0.2,,,,,,0.3,,0.44,0.49,0.45,0.49,0.2,0.38,0.15,0.51,0.19,0.15,0.44,0.31,0.17,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,Female,32.3,,,,,"Dancing, Travelling",55,44,88,55,14,80,100,20,30,0,60,70,40,40,60,80,0.15,0.36,0.24,0.19,0.26,0.08,0.15,0.13,0.08,0.22,,0.16,0.24,0.17,0.09,0.2,0.19,0.15,0.12,0.27,0.23,0.18,0.27,0.17,0.11,,0.23,0.22,0.37,0.25,0.42,0.22,0.16,0.18,0.39,0.14,0.14,0.2,0.2,0.27,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,Male,16.1,DONE WITH 10TH STD,NA ,,"DOCTOR , SCIENTIST","BADMINTON , SPORTS",77,55,66,88,57,0,40,30,50,50,70,25,60,60,40,0,0.25,0.39,,,0.41,,0.09,0.34,0.27,0.43,0.13,0.36,0.17,,0.18,0.31,0.14,,,0.42,,,,,,0.46,,0.48,0.55,0.61,0.55,0.15,0.4,0.14,0.52,0.14,0.13,0.53,0.3,0.13,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,Female,15,std 10,85 to 90,German,,playing badminton,11,22,66,33,71,60,80,40,20,90,70,55,0,60,40,0,0.25,0.5,,,0.08,,0.38,0.18,0.25,0.25,0.33,0.31,0.39,,0.43,0.22,0.46,,,0.15,,,,,,0.11,,0.22,0.21,0.16,0.26,0.42,0.19,0.41,0.28,0.37,0.38,0.2,0.11,0.4,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,Male,22.1,T.Y.BA Economics.,appiaring,no,private job,playing and reading,44,55,44,44,28,60,40,50,30,30,60,30,60,80,80,0,0.15,0.24,0.19,0.17,0.13,0.26,0.1,0.11,0.15,0.13,,0.18,0.07,0.2,0.23,0.14,0.17,,0.2,0.16,0.15,0.14,0.23,0.16,0.2,,,0.31,0.19,0.13,0.13,0.32,0.3,0.33,0.25,0.38,0.39,0.26,0.19,0.34,0.21,0.92,1.08,1.08,1.08,1.08,0.58,0.8,1.44,1.44,1.44,1.44,1.16,1.16,1.16,1.16,1.16,,,,,,,,,,,,,,,
3688,Female,40.1,,,,,"Drawing, Cooking and Reading",66,22,77,0,57,100,20,70,20,0,90,35,20,40,60,70,0.21,0.36,0,0.18,0.08,0.22,0.26,0.07,0.09,0.28,,0.21,0.18,0.22,0.2,0.27,0.18,0.17,0.13,0.08,0.01,0.17,0.29,0.24,0.24,,0.2,0.14,0.29,0.24,0.39,0.48,0.14,0.47,0.25,0.45,0.47,0.17,0.14,0.48,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,Male,27.6,,,Spainish - in learning phase,"I don't want to be a desk guy who just do the things required to do and nothing else which impacts the society directly.
I don't want to remain static in every phase of life.
","Hobbies - Badminton, Books, 
Area of interest - Civil service, cooking, Hiking",55,77,77,88,71,60,60,50,20,10,70,65,0,80,60,0,0.15,0.26,0.28,0.15,0.22,0.21,0.03,0.19,0.13,0.29,,0.25,0.15,0.32,0.15,0.24,0.15,,0.1,0.22,0.04,0.27,0.25,0.09,0.09,,,0.4,0.48,0.39,0.54,0.2,0.45,0.18,0.6,0.21,0.2,0.44,0.31,0.22,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,Male,43.11,I am working in COEP,,,Nothing ,"Play - Badminton, TT and Cricket",55,33,66,66,85,80,140,30,0,0,80,40,20,40,40,80,0.18,0.38,0.16,0.19,0.15,0.06,0.15,0.11,0.09,0.25,,0.25,0.26,0.2,0.19,0.24,0.19,0.18,0.13,0.19,0.12,0.17,0.29,0.15,0.13,,0.22,0.29,0.36,0.38,0.52,0.34,0.33,0.32,0.41,0.29,0.27,0.33,0.21,0.39,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,Male,44.9,Nonlinear Optics for optoelectronics applications,,,I am interested in all fields,"Physical fitness, playing badminton, Running, innovative research work, living lavish life",55,33,44,11,71,80,80,30,30,0,60,30,0,80,20,30,0.17,0.34,0.01,0.17,0.07,0.19,0.25,0.05,0.11,0.16,,0.16,0.18,0.17,0.23,0.17,0.17,0.2,0.2,0.15,0.02,0.16,0.29,0.24,0.23,,0.17,0.25,0.21,0.25,0.27,0.52,0.27,0.53,0.15,0.54,0.55,0.23,0.19,0.52,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,Male,32.11,,,Korean,NA,"Singing, Acting, Cycling, Jogging, Yoga, Blog writing, Nature lover",66,77,88,44,85,80,60,30,40,0,90,55,20,60,0,40,0.23,0.27,0.02,0.11,0.08,0.28,0.1,0.15,0.11,0.29,,0.25,0.08,0.26,0.18,0.29,0.11,0.2,0.19,0.16,0.12,0.11,0.21,0.16,0.19,,0.18,0.34,0.44,0.33,0.48,0.34,0.35,0.32,0.49,0.39,0.38,0.35,0.26,0.32,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,Male,40.8,PHYSICS,,,,"RESEARCH, TEACHING",33,44,33,22,85,80,100,30,20,0,70,15,40,20,20,70,0.19,0.3,0.01,0.21,0.02,0.18,0.22,0.06,0.12,0.12,,0.2,0.17,0.19,0.3,0.13,0.21,0.19,0.22,0.1,0.02,0.22,0.25,0.21,0.23,,0.16,0.28,0.13,0.18,0.19,0.53,0.33,0.55,0.19,0.58,0.57,0.26,0.15,0.54,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,Female,15.4,10th std ,70%-80%,NA,Docter ,"Dance , craft, baking, art.",77,33,66,11,14,20,40,50,30,100,80,30,80,100,100,0,0.28,0.49,,,0.35,,0.39,0.19,0.29,0.4,0.3,0.27,0.28,,0.25,0.2,0.25,,,0.34,,,,,,0.27,,0.26,0.38,0.37,0.32,0.3,0.07,0.3,0.22,0.24,0.28,0.24,0.17,0.25,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,Female,15.6,10th standard,NA,,NA,"kathak, Music",66,55,55,44,14,40,140,20,10,50,80,60,80,60,60,0,0.25,0.39,,,0.34,,0.15,0.29,0.26,0.33,0.2,0.3,0.17,,0.26,0.21,0.23,,,0.39,,,,,,0.32,,0.32,0.4,0.33,0.31,0.19,0.19,0.18,0.33,0.19,0.21,0.3,0.23,0.17,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,Male,16.1,completed 10th,not received,Japanese,Engg,"Drawing, Gaming, Tennis,  ",66,66,66,77,14,60,0,70,30,40,70,55,60,40,80,0,0.31,0.41,,,0.52,,0.05,0.27,0.28,0.39,0.13,0.3,0.16,,0.13,0.23,0.2,,,0.35,,,,,,0.57,,0.36,0.43,0.31,0.44,0.13,0.31,0.11,0.49,0.12,0.13,0.33,0.27,0.17,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,Female,40.1,,,,,,66,33,44,11,57,80,80,10,50,0,90,15,20,60,40,60,0.18,0.36,0.01,0.14,0.08,0.19,0.27,0.06,0.1,0.16,,0.22,0.18,0.21,0.21,0.15,0.14,0.22,0.21,0.2,0.02,0.15,0.27,0.26,0.25,,0.18,0.25,0.22,0.26,0.28,0.51,0.25,0.52,0.15,0.52,0.53,0.23,0.19,0.51,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,Male,53.4,,,,,,77,44,55,0,71,60,120,30,10,0,70,90,20,60,20,80,0.19,0.32,0,0.2,0.08,0.22,0.24,0.08,0.11,0.26,,0.18,0.2,0.17,0.24,0.28,0.2,0.2,0.13,0.16,0.03,0.19,0.34,0.21,0.24,,0.2,0.22,0.33,0.31,0.39,0.46,0.19,0.44,0.24,0.44,0.47,0.25,0.22,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,Male,58.11,REFRIGERATION AND AIR CONDITIONING,65,English,Teacher,Nil,44,11,55,11,100,60,20,60,30,0,80,65,20,0,20,70,0.2,0.31,0.01,0.27,0.01,0.19,0.27,0.08,0.11,0.22,,0.22,0.23,0.17,0.27,0.25,0.27,0.13,0.13,0.03,0.03,0.29,0.31,0.22,0.23,,0.19,0.19,0.21,0.21,0.29,0.52,0.23,0.51,0.23,0.47,0.48,0.25,0.13,0.48,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,Male,56.9,Machine Learning and Data Analytics,,No,Professor of global repute,Music: singing and listening,66,88,88,33,28,80,40,40,40,0,80,65,60,60,20,70,0.24,0.25,0.1,0.11,0.17,0.31,0.11,0.15,0.12,0.26,,0.19,0.08,0.25,0.14,0.23,0.11,0.2,0.19,0.2,0.24,0.11,0.21,0.16,0.19,,0.16,0.3,0.42,0.23,0.38,0.27,0.25,0.24,0.46,0.3,0.32,0.27,0.25,0.25,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,Male,15.1,PCB 11th,,,,Fine arts,11,88,66,77,0,60,120,20,20,20,60,40,60,100,60,0,0.24,0.3,,,0.45,,0.06,0.35,0.22,0.17,0.16,0.26,0.2,,0.26,0.1,0.3,,,0.4,,,,,,0.61,,0.35,0.32,0.15,0.28,0.09,0.33,0.08,0.52,0.1,0.11,0.31,0.2,0.14,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,Female,14.6,10th standard ,76%,,No,"Art, Acting ",44,22,66,55,57,40,80,50,10,10,80,5,20,60,100,0,0.15,0.43,,,0.21,,0.28,0.23,0.16,0.34,0.2,0.36,0.38,,0.31,0.14,0.35,,,0.21,,,,,,0.3,,0.25,0.3,0.33,0.35,0.25,0.25,0.24,0.36,0.17,0.15,0.33,0.12,0.28,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,Male,15.7,11th,80,English,I don't want to be Doctor,"I like to spend my time in editing videos,playing football,baseketball,being with freinds,watch movies and like to do maths.",55,22,33,33,71,60,60,40,30,20,60,20,20,80,60,0,0.17,0.52,,,0.17,,0.39,0.11,0.19,0.26,0.34,0.28,0.34,,0.35,0.34,0.27,,,0.23,,,,,,0.12,,0.27,0.21,0.28,0.28,0.5,0.29,0.52,0.16,0.5,0.5,0.26,0.2,0.51,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,Female,19.11,,,,,,0,77,44,11,0,80,100,0,50,40,80,70,20,80,80,0,0.19,0.3,0.2,0.35,0.24,0.53,0.26,0.15,0.19,0,0.17,0.27,0.13,,0.39,,0.35,,,0.38,,,,,,,,0.29,0.16,0.02,0.04,0.35,0.26,0.35,0.23,0.41,0.45,0.18,0.19,0.34,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,Male,34.8,pune,90,no,,Literature ,66,66,55,33,85,40,120,30,10,0,80,45,20,40,40,50,0.23,0.22,0.02,0.13,0.07,0.24,0.1,0.13,0.14,0.25,,0.22,0.09,0.19,0.23,0.25,0.13,0.23,0.18,0.15,0.15,0.11,0.25,0.12,0.21,,0.17,0.38,0.43,0.44,0.41,0.31,0.34,0.31,0.39,0.36,0.35,0.42,0.25,0.25,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,Male,76.4,Emeritus Professor,Teaching,English & Basic German,Non-technical ,Singing / Sight seeing,77,44,33,11,85,80,120,20,20,0,70,5,20,40,40,10,0.18,0.35,0.01,0.13,0.08,0.18,0.23,0.05,0.11,0.2,,0.19,0.17,0.19,0.26,0.18,0.13,0.25,0.22,0.17,0.02,0.12,0.29,0.23,0.24,,0.17,0.3,0.25,0.33,0.33,0.55,0.33,0.57,0.17,0.6,0.6,0.29,0.22,0.55,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,Male,16,10th CBSE,83% Prelim 2,No,No ,My favorite hobby is to play table tennis. I  have intrest in mechanics. ,77,55,55,66,28,80,60,50,20,30,50,45,40,80,60,0,0.25,0.49,,,0.51,,0.06,0.25,0.23,0.4,0.17,0.25,0.17,,0.19,0.22,0.2,,,0.4,,,,,,0.49,,0.33,0.41,0.33,0.45,0.19,0.32,0.17,0.44,0.19,0.2,0.33,0.26,0.25,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,Female,17.1,12th science,80%,,engineering and medical,drawing and designing ,77,33,33,33,71,60,100,20,30,30,80,40,60,20,60,0,0.18,0.56,,,0.19,,0.37,0.14,0.21,0.3,0.35,0.35,0.35,,0.35,0.4,0.26,,,0.3,,,,,,0.13,,0.3,0.27,0.33,0.32,0.49,0.3,0.5,0.17,0.5,0.5,0.28,0.24,0.49,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,Male,48.11,,,English,,Research and development,55,55,22,0,100,100,160,10,10,0,70,5,0,40,0,10,0.19,0.3,0,0.1,0.05,0.28,0.14,0.04,0.11,0.16,,0.19,0.05,0.23,0.3,0.16,0.1,0.25,0.27,0.15,0.08,0.08,0.25,0.21,0.26,,0.15,0.36,0.23,0.28,0.29,0.55,0.44,0.57,0.23,0.68,0.68,0.33,0.23,0.55,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,Male,35.11,Teaching and Learning,80%,,,"Reading, Playing volleyball, table tennis, chess.",66,77,44,11,100,80,80,20,40,0,70,15,0,40,40,80,0.21,0.26,0.01,0.08,0.06,0.31,0.13,0.08,0.13,0.18,,0.2,0.04,0.23,0.25,0.19,0.08,0.26,0.26,0.16,0.12,0.08,0.22,0.19,0.24,,0.13,0.39,0.3,0.32,0.33,0.48,0.44,0.49,0.31,0.6,0.59,0.38,0.27,0.45,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
