,INPUT 1- Gender,INPUT 2- Age,Current Studying,Percentage Marks,Foreign Languages Known,Dont want to be?,Hobbies,PARAM 1,PARAM 2,PARAM 3,PARAM 4,PARAM 5,PARAM 6,PARAM 7,PARAM 8,PARAM 9,PARAM 10,PARAM 11,PARAM 12,PARAM 13,PARAM 14,PARAM 15,PARAM 16,OUTPUT 1,OUTPUT 2,OUTPUT 3,OUTPUT 4,OUTPUT 5,OUTPUT 6,OUTPUT 7,OUTPUT 8,OUTPUT 9,OUTPUT 10,OUTPUT 11,OUTPUT 12,OUTPUT 13,OUTPUT 14,OUTPUT 15,OUTPUT 16,OUTPUT 17,OUTPUT 18,OUTPUT 19,OUTPUT 20,OUTPUT 35,OUTPUT 36,OUTPUT 37,OUTPUT 38,OUTPUT 39,OUTPUT 40,OUTPUT 41,OUTPUT 21,OUTPUT 22,OUTPUT 23,OUTPUT 24,OUTPUT 25,OUTPUT 26,OUTPUT 27,OUTPUT 28,OUTPUT 29,OUTPUT 30,OUTPUT 31,OUTPUT 32,OUTPUT 33,OUTPUT 34,OUTPUT 42,OUTPUT 43,OUTPUT 44,OUTPUT 45,OUTPUT 46,OUTPUT 47,OUTPUT 48,OUTPUT 49,OUTPUT 50,OUTPUT 51,OUTPUT 52,OUTPUT 53,OUTPUT 54,OUTPUT 55,OUTPUT 56,OUTPUT 57,,,,,,,,,,,,,,,
881,Female,21.6,M.Com,70,German,,"Dancing, Singing, Trekking",100,33,77,33,0,80,40,60,20,40,90,55,0,0,0,0,0.12,0.42,0.21,0.19,0.26,0.2,0.24,0.11,0.11,0.33,,0.22,0.23,0.09,0.13,0.21,0.19,,0.1,0.22,0.11,0.27,0.24,0.22,0.22,,,0.16,0.37,0.25,0.39,0.32,0.06,0.3,0.26,0.25,0.29,0.15,0.19,0.34,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Male,15.5,X th,82%,,,,22,66,55,55,0,20,40,40,40,30,70,85,0,0,0,0,0.31,0.23,,,0.42,,0.08,0.3,0.32,0.2,0.13,0.28,0.18,,0.23,0.2,0.35,,,0.35,,,,,,0.54,,0.35,0.36,0.28,0.23,0.1,0.27,0.07,0.41,0.07,0.07,0.35,0.22,0.08,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Male,21.7,Upsc,,,Nope,Reading and cricket also watching series and anime,22,88,55,88,0,20,80,20,40,40,90,45,0,0,0,0,0.17,0.17,0.45,0.19,0.3,0.2,0.04,0.23,0.17,0.13,,0.25,0.14,0.33,0.15,0.08,0.19,,0.16,0.3,0.08,0.2,0.25,0.09,0.15,,,0.44,0.4,0.32,0.29,0.05,0.36,0.04,0.52,0.04,0.05,0.42,0.24,0.06,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Male,22,,,,,,66,77,55,44,14,100,60,40,30,40,80,25,0,0,0,0,0.15,0.32,0.22,0.1,0.22,0.31,0.1,0.13,0.13,0.24,,0.21,0.08,0.25,0.15,0.14,0.1,,0.15,0.25,0.09,0.28,0.27,0.18,0.21,,,0.28,0.35,0.2,0.31,0.24,0.22,0.24,0.37,0.29,0.32,0.24,0.2,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Male,26.3,B.Tech. (batch-2014),7.21,,,"Sports, Reading",22,44,55,66,71,40,40,40,40,70,70,45,0,0,0,0,0.15,0.28,0.24,0.26,0.13,0.07,0.16,0.17,0.16,0.18,,0.24,0.24,0.12,0.22,0.17,0.26,,0.16,0.17,0.12,0.14,0.22,0.14,0.17,,,0.34,0.32,0.35,0.35,0.24,0.31,0.23,0.39,0.19,0.17,0.36,0.17,0.26,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Female,28.3,Completed PG,Second  class,No,Don't want to be just a money maker.,"Cooking, reading, gardening, ",11,22,44,0,14,80,60,50,20,10,70,35,0,0,0,0,0.1,0.29,0.16,0.3,0.14,0.23,0.3,0.04,0.1,0.06,,0.16,0.22,0.05,0.29,0.14,0.3,,0.13,0.16,0.24,0.06,0.14,0.26,0.24,,,0.14,0.08,0.04,0.05,0.47,0.14,0.48,0.08,0.45,0.49,0.09,0.1,0.48,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Female,22.3,,,,,"sketching, playing chess",11,77,100,0,28,40,40,60,20,30,80,20,0,0,0,0,0.17,0.1,0.13,0.19,0.11,0.34,0.14,0.16,0.14,0.2,,0.19,0.03,0.22,0.26,0.08,0.19,,0.12,0.09,0.24,0.15,0.16,0.15,0.23,,,0.25,0.32,0.18,0.23,0.25,0.2,0.24,0.41,0.29,0.3,0.25,0.14,0.17,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Male,21.2,M.A. Economics,64%,,,"meeting new people, Eating, Cooking, traveling",77,66,44,44,57,40,80,20,40,10,90,25,0,0,0,0,0.13,0.23,0.1,0.1,0.11,0.25,0.11,0.13,0.14,0.2,,0.26,0.08,0.23,0.21,0.24,0.1,,0.18,0.21,0.13,0.25,0.26,0.15,0.21,,,0.4,0.38,0.42,0.32,0.32,0.37,0.33,0.3,0.39,0.37,0.41,0.29,0.29,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Female,24.9,UPSC,,,,"Reading, learning new things, drawing, painting,travelling ",0,22,11,22,57,60,120,30,10,70,90,60,0,0,0,0,0.13,0.32,0.05,0.34,0.03,0.19,0.28,0.06,0.16,0.06,,0.25,0.27,0.08,0.36,0.23,0.34,,0.27,0.11,0.26,0.13,0.23,0.24,0.31,,,0.3,0.09,0.13,0.11,0.55,0.3,0.56,0.11,0.55,0.55,0.21,0.17,0.54,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Female,20.7,Preparing for UPSC,,,,"Reading novels, singing,dancing,acting,craft, drawing",55,66,66,66,0,60,120,10,30,20,80,30,0,0,0,0,0.11,0.29,0.38,0.12,0.32,0.17,0.06,0.18,0.11,0.21,,0.22,0.12,0.25,0.1,0.1,0.12,,0.11,0.34,0,0.23,0.22,0.13,0.12,,,0.32,0.39,0.26,0.39,0.11,0.28,0.1,0.46,0.11,0.12,0.3,0.23,0.16,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Female,24.3,,,,,Public Service is one and only aim.,66,44,66,0,57,80,120,20,20,20,90,55,0,0,0,0,0.08,0.36,0.03,0.2,0.09,0.24,0.27,0.09,0.08,0.27,,0.24,0.21,0.08,0.25,0.21,0.2,,0.08,0.19,0.19,0.21,0.22,0.26,0.25,,,0.16,0.31,0.25,0.37,0.45,0.16,0.44,0.25,0.44,0.46,0.2,0.18,0.41,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Female,22.4,Preparation for upsc,,,,"Reading, Travelling",55,33,22,11,42,100,80,20,40,40,80,30,0,0,0,0,0.1,0.4,0.14,0.18,0.15,0.22,0.28,0.05,0.11,0.15,,0.21,0.21,0.05,0.24,0.18,0.18,,0.22,0.23,0.14,0.18,0.24,0.29,0.28,,,0.24,0.18,0.2,0.21,0.52,0.25,0.54,0.11,0.55,0.57,0.19,0.19,0.56,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Female,22.5,,,,,,11,44,44,11,14,60,80,20,40,30,90,35,0,0,0,0,0.11,0.26,0.19,0.26,0.15,0.22,0.26,0.08,0.12,0.04,,0.21,0.19,0.07,0.27,0.12,0.26,,0.18,0.2,0.23,0.09,0.18,0.25,0.26,,,0.2,0.11,0.06,0.06,0.41,0.16,0.42,0.12,0.41,0.44,0.13,0.13,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Male,105.6,upsc,,,,reading books,66,44,55,44,0,100,40,30,50,0,80,35,0,0,0,0,0.11,0.41,0.25,0.16,0.24,0.19,0.24,0.12,0.1,0.23,,0.2,0.21,0.09,0.13,0.14,0.16,,0.13,0.29,0.09,0.22,0.24,0.25,0.22,,,0.18,0.29,0.18,0.29,0.3,0.09,0.3,0.25,0.27,0.31,0.14,0.15,0.36,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Male,22.3,Preparing for civil service exam,,,,"playing cricket and football, listening to old songs and watch action movies",55,77,100,66,28,80,100,40,10,60,70,55,0,0,0,0,0.16,0.32,0.32,0.15,0.28,0.21,0.04,0.18,0.13,0.28,,0.22,0.13,0.3,0.12,0.15,0.15,,0.17,0.27,0,0.31,0.27,0.11,0.13,,,0.35,0.46,0.29,0.48,0.16,0.33,0.13,0.57,0.16,0.15,0.32,0.27,0.2,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Male,24.1,,,,A teacher,Writing Poems,55,66,77,88,57,80,120,20,20,10,80,35,0,0,0,0,0.1,0.32,0.29,0.13,0.22,0.18,0.04,0.18,0.09,0.26,,0.27,0.15,0.27,0.15,0.18,0.13,,0.09,0.26,0.04,0.23,0.21,0.13,0.1,,,0.36,0.44,0.36,0.53,0.2,0.41,0.19,0.57,0.22,0.2,0.39,0.27,0.26,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Female,21.7,,,,,Listening to music,22,55,88,33,14,100,40,50,30,40,80,10,0,0,0,0,0.13,0.27,0.21,0.18,0.16,0.28,0.11,0.13,0.1,0.19,,0.2,0.05,0.18,0.21,0.07,0.18,,0.12,0.17,0.19,0.13,0.15,0.19,0.21,,,0.19,0.24,0.05,0.21,0.25,0.16,0.25,0.38,0.29,0.31,0.15,0.09,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Male,24.11,UPSC,,,,"Playing Table Tennis, listening music",22,88,66,55,85,60,60,50,20,30,90,60,0,0,0,0,0.17,0.19,0.19,0.21,0.11,0.23,0.05,0.18,0.15,0.21,,0.29,0.11,0.32,0.25,0.2,0.21,,0.14,0.13,0.13,0.2,0.24,0.1,0.14,,,0.39,0.35,0.26,0.38,0.24,0.46,0.22,0.55,0.28,0.26,0.41,0.24,0.24,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Male,21.1,T.Y.BSc (chemistry),80,,,"reading (specially marathi literature),meditation",44,33,33,55,42,80,20,20,70,90,90,30,0,0,0,0,0.13,0.4,0.33,0.21,0.2,0.08,0.23,0.11,0.14,0.11,,0.26,0.24,0.08,0.17,0.13,0.21,,0.28,0.27,0.06,0.14,0.25,0.22,0.23,,,0.33,0.17,0.19,0.22,0.36,0.33,0.36,0.24,0.34,0.33,0.26,0.17,0.44,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Male,22,,,,,PLAYING CRICKET,55,77,88,77,57,40,40,50,30,60,70,35,0,0,0,0,0.18,0.24,0.27,0.12,0.21,0.19,0.04,0.21,0.16,0.29,,0.24,0.11,0.29,0.13,0.2,0.12,,0.17,0.22,0.04,0.29,0.26,0.08,0.13,,,0.44,0.52,0.47,0.53,0.13,0.41,0.12,0.59,0.15,0.11,0.46,0.28,0.14,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Male,23.11,UPSC,,,,"listening music, jogging",33,77,33,22,42,60,20,60,30,40,80,50,0,0,0,0,0.19,0.19,0.15,0.19,0.11,0.34,0.12,0.11,0.18,0.12,,0.21,0.06,0.26,0.27,0.18,0.19,,0.25,0.09,0.19,0.19,0.28,0.16,0.26,,,0.36,0.19,0.12,0.12,0.38,0.36,0.39,0.27,0.47,0.48,0.29,0.22,0.36,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Male,20.1,,"TYBMS sem 5- 79%, sem 6- 81.3%",,,"Swimming, Cycling",11,44,55,100,0,40,60,30,40,40,70,35,0,0,0,0,0.12,0.27,0.48,0.26,0.32,0.06,0.15,0.19,0.13,0.11,,0.22,0.27,0.13,0.16,0.08,0.26,,0.11,0.29,0.08,0.1,0.17,0.14,0.13,,,0.31,0.31,0.28,0.3,0.12,0.24,0.12,0.41,0.04,0.04,0.3,0.16,0.18,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Male,23.6,,75,,,"swimming,gaming,cycling,exercising",100,44,55,77,42,80,80,50,10,40,80,45,0,0,0,0,0.13,0.44,0.33,0.18,0.31,0.08,0.14,0.13,0.12,0.32,,0.25,0.26,0.12,0.14,0.2,0.18,,0.11,0.29,0,0.27,0.27,0.15,0.14,,,0.3,0.43,0.41,0.53,0.25,0.28,0.24,0.39,0.2,0.2,0.32,0.25,0.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Female,24.7,UPSC,50,,,,22,66,55,33,28,60,120,20,20,80,70,80,0,0,0,0,0.16,0.25,0.17,0.24,0.13,0.3,0.12,0.14,0.16,0.14,,0.19,0.12,0.27,0.26,0.11,0.24,,0.2,0.19,0.19,0.24,0.29,0.18,0.25,,,0.3,0.25,0.11,0.19,0.28,0.23,0.27,0.35,0.3,0.33,0.24,0.18,0.25,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Female,21.1,,,,,"Painting, ",33,44,55,55,57,80,80,30,30,50,90,45,0,0,0,0,0.12,0.35,0.21,0.25,0.13,0.08,0.17,0.13,0.11,0.19,,0.27,0.24,0.11,0.22,0.15,0.25,,0.13,0.18,0.1,0.13,0.21,0.18,0.17,,,0.25,0.25,0.21,0.33,0.29,0.28,0.28,0.36,0.25,0.25,0.27,0.15,0.35,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Male,21.11,pune,61,,looser,"playing sports
gyming
music
",66,66,66,77,0,20,40,50,30,20,80,40,0,0,0,0,0.16,0.22,0.41,0.12,0.35,0.17,0.04,0.21,0.16,0.25,,0.23,0.11,0.26,0.08,0.16,0.12,,0.11,0.31,0,0.25,0.24,0.07,0.12,,,0.39,0.49,0.44,0.43,0.06,0.29,0.05,0.48,0.04,0.05,0.41,0.27,0.08,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Male,22.2,UPSC ,,,,Volleyball ,44,77,66,11,42,40,160,20,0,10,60,5,0,0,0,0,0.13,0.16,0.11,0.16,0.11,0.3,0.14,0.14,0.13,0.2,,0.16,0.07,0.22,0.29,0.05,0.16,,0.1,0.17,0.2,0.13,0.19,0.15,0.2,,,0.28,0.31,0.23,0.22,0.25,0.25,0.26,0.37,0.31,0.32,0.32,0.15,0.2,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Male,22,Preparing for civil services ,,,,"Gaming, Photoediting",55,44,44,33,28,40,80,30,30,20,80,45,0,0,0,0,0.12,0.28,0.18,0.19,0.18,0.17,0.23,0.1,0.13,0.15,,0.21,0.22,0.09,0.2,0.19,0.19,,0.16,0.23,0.11,0.19,0.23,0.2,0.22,,,0.29,0.28,0.33,0.23,0.36,0.21,0.37,0.17,0.35,0.35,0.27,0.22,0.35,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Male,21,Just completed graduation in BA ,60%,,,Listning song,22,33,100,66,42,40,60,60,10,10,70,35,0,0,0,0,0.11,0.25,0.3,0.28,0.21,0.05,0.17,0.17,0.1,0.23,,0.22,0.26,0.1,0.19,0.1,0.28,,0.04,0.14,0.08,0.07,0.1,0.12,0.08,,,0.24,0.35,0.31,0.38,0.2,0.22,0.17,0.44,0.11,0.08,0.28,0.15,0.21,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Male,21.6,B.E.(Mechanical) completed,74%,,,"Reading, classical music, Cricket",22,66,66,33,100,80,20,70,20,60,70,20,0,0,0,0,0.19,0.23,0.06,0.19,0.02,0.3,0.1,0.13,0.16,0.23,,0.24,0.05,0.21,0.31,0.19,0.19,,0.17,0.03,0.25,0.17,0.21,0.16,0.23,,,0.31,0.27,0.2,0.31,0.37,0.35,0.37,0.42,0.44,0.44,0.32,0.15,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Female,21.1,,,,,,11,77,88,22,42,80,160,10,10,80,80,70,0,0,0,0,0.14,0.25,0.13,0.25,0.1,0.33,0.13,0.14,0.13,0.16,,0.21,0.11,0.28,0.29,0.08,0.25,,0.2,0.18,0.21,0.24,0.26,0.19,0.26,,,0.28,0.29,0.09,0.24,0.31,0.24,0.28,0.43,0.34,0.36,0.22,0.17,0.28,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Female,24.5,Upsc,,,,"Dancing, singing,roaming",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.35,0.16,0.25,0.16,0.19,0.31,0.06,0.03,0.13,,0,0.22,0,0.19,0,0.25,,0.08,0.22,0.25,0.05,0.05,0.25,0.17,,,0.04,0.15,0,0.18,0.4,0,0.4,0.22,0.33,0.36,0,0,0.44,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Male,20.11,Mumbai,70,Spanish,Living a average life by working from 9 to 5,Playing Football and learning new languages,11,66,77,55,42,60,40,20,60,50,80,0,0,0,0,0,0.13,0.23,0.32,0.16,0.19,0.18,0.09,0.19,0.13,0.16,,0.24,0.07,0.21,0.18,0.03,0.16,,0.15,0.25,0.08,0.14,0.16,0.15,0.15,,,0.32,0.29,0.18,0.32,0.16,0.32,0.15,0.49,0.18,0.17,0.3,0.15,0.2,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Female,15.4,"Pawar Public school, nanded City",90%,,,"drawing, reading books",55,55,100,33,28,40,20,60,30,100,80,70,0,0,0,0,0.35,0.36,,,0.29,,0.16,0.26,0.32,0.43,0.2,0.31,0.11,,0.22,0.22,0.23,,,0.22,,,,,,0.26,,0.32,0.44,0.33,0.38,0.23,0.19,0.2,0.41,0.22,0.22,0.28,0.23,0.17,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Female,21.4,Graduate,81 %,,Depressed,Want to learn French,77,77,55,88,0,60,40,30,50,40,70,50,0,0,0,0,0.15,0.31,0.46,0.1,0.37,0.21,0.06,0.2,0.14,0.24,,0.21,0.13,0.3,0.07,0.16,0.1,,0.15,0.37,0,0.31,0.3,0.12,0.13,,,0.39,0.45,0.33,0.45,0.1,0.34,0.09,0.5,0.1,0.12,0.36,0.29,0.16,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Male,21,T.Y.B.A,70%,YES,Engineer,"reading historical books, teaching History of wars",77,100,66,44,71,40,100,40,10,40,90,55,0,0,0,0,0.19,0.21,0.07,0.13,0.11,0.32,0.1,0.18,0.17,0.31,,0.27,0.11,0.33,0.22,0.24,0.13,,0.17,0.18,0.14,0.35,0.32,0.11,0.22,,,0.42,0.5,0.44,0.43,0.24,0.36,0.23,0.48,0.29,0.29,0.44,0.3,0.19,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Female,21.3,UPSC,,,,"Writing Poems, Reading novels, Sketching",66,55,88,66,28,40,0,50,50,30,80,35,0,0,0,0,0.14,0.24,0.35,0.11,0.29,0.16,0.07,0.21,0.13,0.29,,0.24,0.09,0.23,0.08,0.15,0.11,,0.11,0.29,0,0.25,0.22,0.1,0.12,,,0.35,0.49,0.43,0.49,0.11,0.3,0.09,0.5,0.1,0.08,0.38,0.25,0.13,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Female,21.1,Upsc preparations ,,,,Writing poems,33,66,77,33,14,60,40,50,30,30,70,30,0,0,0,0,0.15,0.21,0.21,0.18,0.16,0.29,0.11,0.16,0.13,0.19,,0.18,0.06,0.22,0.2,0.09,0.18,,0.12,0.18,0.18,0.15,0.19,0.16,0.19,,,0.23,0.27,0.09,0.2,0.23,0.18,0.22,0.38,0.25,0.28,0.2,0.14,0.22,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Male,22.5,,,,,,77,66,55,44,71,100,120,20,20,20,80,45,0,0,0,0,0.11,0.35,0.08,0.13,0.11,0.29,0.11,0.12,0.09,0.28,,0.24,0.11,0.25,0.22,0.22,0.13,,0.11,0.2,0.14,0.28,0.27,0.19,0.19,,,0.29,0.38,0.31,0.41,0.34,0.31,0.33,0.39,0.4,0.41,0.32,0.24,0.36,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Male,21.11,B.tech mech,73,No,I don't want to see people suffer.....everyone should have their rights...and second is don't want to judge anyone...,"Music, playing guitar,volleyball,riding bikes.",33,33,44,66,42,80,60,30,40,50,90,15,0,0,0,0,0.11,0.38,0.33,0.23,0.21,0.07,0.19,0.1,0.12,0.1,,0.27,0.25,0.08,0.2,0.11,0.23,,0.2,0.23,0.07,0.09,0.19,0.19,0.18,,,0.3,0.18,0.2,0.24,0.33,0.33,0.34,0.27,0.31,0.3,0.26,0.16,0.43,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Male,22.3,M.A(History),75.23,,,"sketching, painting, making rangoli, art work",55,55,88,66,57,60,40,50,30,100,80,45,0,0,0,0,0.18,0.33,0.24,0.14,0.19,0.17,0.04,0.18,0.16,0.29,,0.26,0.11,0.24,0.13,0.21,0.14,,0.22,0.21,0.04,0.31,0.28,0.11,0.19,,,0.39,0.44,0.35,0.51,0.2,0.35,0.18,0.52,0.2,0.19,0.36,0.25,0.23,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Female,22.3,Mtech,7.56cgpa,German,,,44,66,44,22,71,80,140,30,0,30,80,75,0,0,0,0,0.14,0.26,0.03,0.23,0.04,0.32,0.12,0.07,0.13,0.14,,0.23,0.11,0.26,0.32,0.24,0.23,,0.21,0.12,0.23,0.2,0.29,0.18,0.24,,,0.32,0.21,0.16,0.17,0.44,0.38,0.44,0.28,0.52,0.52,0.31,0.23,0.42,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Female,23.7,,,,,,33,33,33,33,85,60,100,30,20,70,80,10,0,0,0,0,0.13,0.35,0.06,0.24,0.03,0.17,0.25,0.08,0.15,0.13,,0.25,0.22,0.05,0.33,0.2,0.24,,0.25,0.12,0.23,0.1,0.21,0.23,0.27,,,0.31,0.14,0.2,0.2,0.51,0.33,0.53,0.19,0.53,0.53,0.28,0.15,0.51,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Female,22.1,Upsc,,,,"Reading, listening music",88,55,66,77,57,20,60,50,20,50,70,90,0,0,0,0,0.17,0.28,0.26,0.17,0.24,0.16,0.03,0.19,0.17,0.33,,0.24,0.15,0.29,0.14,0.28,0.17,,0.14,0.24,0.04,0.35,0.32,0.07,0.14,,,0.45,0.56,0.57,0.56,0.17,0.39,0.15,0.5,0.15,0.13,0.49,0.34,0.15,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Male,21.9,,,,,,77,55,55,88,42,40,80,20,40,50,50,55,0,0,0,0,0.14,0.3,0.39,0.13,0.31,0.15,0.04,0.19,0.14,0.26,,0.19,0.15,0.26,0.12,0.16,0.13,,0.15,0.33,0,0.3,0.29,0.1,0.12,,,0.43,0.5,0.49,0.51,0.13,0.37,0.12,0.49,0.12,0.11,0.45,0.3,0.16,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Male,22,,65.35,No,,Football,77,66,55,66,57,60,60,0,70,10,60,45,0,0,0,0,0.1,0.3,0.28,0.1,0.21,0.19,0.09,0.19,0.1,0.26,,0.21,0.12,0.27,0.13,0.19,0.1,,0.09,0.32,0.04,0.27,0.26,0.16,0.1,,,0.37,0.44,0.39,0.5,0.21,0.39,0.19,0.48,0.23,0.22,0.41,0.29,0.24,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Female,21.2,I just completed B.pharmacy,64.60%,,,"Playing,swimming,reading miracle story,play with pet,singing",22,44,77,22,14,60,100,20,30,10,80,20,0,0,0,0,0.08,0.27,0.19,0.24,0.15,0.19,0.25,0.13,0.08,0.16,,0.19,0.19,0.06,0.23,0.05,0.24,,0.06,0.21,0.2,0.06,0.12,0.24,0.2,,,0.12,0.2,0.07,0.19,0.31,0.08,0.31,0.27,0.27,0.31,0.12,0.08,0.3,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Male,23.5,,,Basic German,,"Reading, Classical dance, travelling",11,100,11,77,85,40,60,30,40,20,80,80,0,0,0,0,0.18,0.13,0.27,0.23,0.13,0.24,0.05,0.18,0.19,0.09,,0.28,0.14,0.38,0.28,0.28,0.23,,0.27,0.18,0.14,0.22,0.31,0.09,0.16,,,0.57,0.34,0.39,0.29,0.31,0.65,0.3,0.47,0.39,0.34,0.55,0.35,0.31,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Female,23.1,preparing for upsc,,,housewife and want to be just independent one,"singing, playing badminton, drawing rangoli , spend time in library and with children",100,66,22,33,85,20,60,40,30,90,90,40,0,0,0,0,0.21,0.28,0.07,0.1,0.11,0.28,0.12,0.13,0.23,0.27,,0.27,0.07,0.23,0.25,0.33,0.1,,0.33,0.19,0.17,0.37,0.38,0.14,0.31,,,0.53,0.43,0.55,0.39,0.41,0.46,0.43,0.28,0.5,0.48,0.5,0.35,0.35,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Female,21.8,MA history,,,,Sports reading travelling,33,77,44,55,42,100,20,60,30,30,90,30,0,0,0,0,0.17,0.26,0.29,0.17,0.2,0.22,0.05,0.11,0.14,0.12,,0.26,0.08,0.27,0.2,0.15,0.17,,0.22,0.14,0.07,0.17,0.24,0.13,0.16,,,0.37,0.23,0.17,0.22,0.27,0.44,0.27,0.38,0.34,0.33,0.33,0.22,0.36,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Female,23.3,UPSC,,,,"reading,dancing,poetry",77,88,88,33,85,100,80,30,30,50,90,30,0,0,0,0,0.15,0.32,0.07,0.09,0.09,0.34,0.12,0.15,0.11,0.34,,0.27,0.07,0.27,0.22,0.22,0.09,,0.17,0.19,0.17,0.31,0.27,0.19,0.23,,,0.33,0.44,0.33,0.49,0.35,0.36,0.35,0.5,0.43,0.43,0.35,0.25,0.35,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Female,22.7,UPSC,,,,"reading,dancing,writing poems",44,66,100,0,28,60,60,40,30,70,80,40,0,0,0,0,0.16,0.24,0.14,0.18,0.12,0.34,0.15,0.15,0.14,0.24,,0.19,0.04,0.21,0.23,0.09,0.18,,0.18,0.16,0.21,0.2,0.23,0.2,0.27,,,0.23,0.29,0.1,0.25,0.31,0.18,0.29,0.39,0.34,0.36,0.2,0.15,0.25,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Female,23.6,Upsc,,,,,66,55,44,0,42,40,80,20,40,40,90,15,0,0,0,0,0.14,0.23,0.13,0.1,0.16,0.29,0.16,0.1,0.15,0.17,,0.22,0.04,0.17,0.23,0.16,0.1,,0.21,0.24,0.16,0.24,0.25,0.19,0.29,,,0.35,0.31,0.34,0.24,0.36,0.29,0.38,0.2,0.44,0.44,0.33,0.24,0.31,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Female,22.4,preparing for upsc exam,,,,"studying,playing the port,learning new things everyday",55,44,88,44,42,20,40,60,20,80,80,25,0,0,0,0,0.17,0.29,0.16,0.18,0.16,0.15,0.21,0.17,0.17,0.29,,0.23,0.2,0.08,0.17,0.14,0.18,,0.17,0.14,0.09,0.22,0.22,0.16,0.23,,,0.29,0.41,0.39,0.38,0.27,0.14,0.26,0.34,0.22,0.22,0.28,0.17,0.23,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
